taskid -- core -- memory -- virtual_memory -- disk -- time -- average_cores -- 0
877 -- 1 -- 456 -- 1336 -- 318 -- 44.642955 -- 0.514 -- 2
1005 -- 1 -- 471 -- 1350 -- 318 -- 24.534201 -- 0.997 -- 2
992 -- 1 -- 475 -- 1354 -- 318 -- 25.626593 -- 0.967 -- 2
1043 -- 1 -- 482 -- 1355 -- 318 -- 19.578349 -- 0.997 -- 2
986 -- 1 -- 475 -- 1354 -- 318 -- 25.436198 -- 0.997 -- 2
814 -- 1 -- 468 -- 1342 -- 318 -- 52.384669 -- 0.479 -- 2
969 -- 1 -- 470 -- 1349 -- 318 -- 25.389144 -- 0.962 -- 2
1155 -- 1 -- 112 -- 417 -- 322 -- 3.212439 -- 0.993 -- 3
994 -- 1 -- 476 -- 1355 -- 318 -- 25.99573 -- 0.977 -- 2
812 -- 1 -- 464 -- 1342 -- 318 -- 52.78649 -- 0.497 -- 2
811 -- 1 -- 461 -- 1342 -- 318 -- 53.221785 -- 0.458 -- 2
813 -- 1 -- 470 -- 1344 -- 318 -- 53.072783 -- 0.475 -- 2
1047 -- 1 -- 483 -- 1354 -- 318 -- 19.651005 -- 0.998 -- 2
1006 -- 1 -- 463 -- 1337 -- 318 -- 25.68011 -- 0.991 -- 2
1056 -- 1 -- 223 -- 1106 -- 318 -- 18.225685 -- 0.996 -- 2
1165 -- 1 -- 102 -- 407 -- 320 -- 2.727461 -- 0.991 -- 3
878 -- 1 -- 448 -- 1323 -- 318 -- 46.262518 -- 0.524 -- 2
810 -- 1 -- 464 -- 1344 -- 318 -- 54.382394 -- 0.47 -- 2
1175 -- 1 -- 114 -- 419 -- 321 -- 2.469194 -- 0.99 -- 3
807 -- 1 -- 462 -- 1342 -- 318 -- 55.595616 -- 0.447 -- 2
1001 -- 1 -- 477 -- 1350 -- 318 -- 26.813493 -- 0.998 -- 2
1052 -- 1 -- 481 -- 1354 -- 318 -- 19.904026 -- 0.998 -- 2
872 -- 1 -- 459 -- 1340 -- 318 -- 47.514769 -- 0.532 -- 2
1055 -- 1 -- 481 -- 1354 -- 318 -- 19.644968 -- 0.998 -- 2
1035 -- 1 -- 462 -- 1341 -- 318 -- 23.91824 -- 0.974 -- 2
819 -- 1 -- 468 -- 1342 -- 318 -- 53.712257 -- 0.355 -- 2
871 -- 1 -- 459 -- 1339 -- 318 -- 47.610008 -- 0.518 -- 2
816 -- 1 -- 466 -- 1344 -- 318 -- 53.964097 -- 0.472 -- 2
868 -- 1 -- 459 -- 1339 -- 318 -- 48.230743 -- 0.527 -- 2
873 -- 1 -- 458 -- 1338 -- 318 -- 48.11127 -- 0.533 -- 2
874 -- 1 -- 460 -- 1340 -- 318 -- 48.030813 -- 0.5649999999999999 -- 2
1185 -- 1 -- 100 -- 405 -- 320 -- 2.633092 -- 0.991 -- 3
817 -- 1 -- 464 -- 1344 -- 318 -- 54.487534 -- 0.474 -- 2
815 -- 1 -- 471 -- 1345 -- 318 -- 54.623588 -- 0.463 -- 2
1036 -- 1 -- 458 -- 1337 -- 318 -- 24.855002 -- 0.988 -- 2
862 -- 1 -- 448 -- 1328 -- 318 -- 50.144151 -- 0.497 -- 2
806 -- 1 -- 464 -- 1344 -- 318 -- 57.690457 -- 0.456 -- 2
875 -- 1 -- 461 -- 1340 -- 318 -- 41.093397 -- 0.633 -- 2
864 -- 1 -- 460 -- 1334 -- 318 -- 50.44243 -- 0.476 -- 2
1041 -- 1 -- 475 -- 1354 -- 318 -- 24.315228 -- 0.997 -- 2
804 -- 1 -- 464 -- 1344 -- 318 -- 58.746756 -- 0.457 -- 2
863 -- 1 -- 457 -- 1332 -- 318 -- 50.960654 -- 0.501 -- 2
1205 -- 1 -- 115 -- 420 -- 321 -- 2.436108 -- 0.99 -- 3
1040 -- 1 -- 477 -- 1356 -- 318 -- 24.745343 -- 1 -- 2
1195 -- 1 -- 112 -- 417 -- 323 -- 3.604193 -- 0.994 -- 3
1046 -- 1 -- 477 -- 1354 -- 318 -- 24.244553 -- 0.994 -- 2
1044 -- 1 -- 475 -- 1354 -- 318 -- 24.614739 -- 0.994 -- 2
1072 -- 1 -- 460 -- 1333 -- 318 -- 18.984628 -- 0.998 -- 2
1042 -- 1 -- 475 -- 1354 -- 318 -- 25.047659 -- 0.999 -- 2
1045 -- 1 -- 475 -- 1354 -- 318 -- 25.034992 -- 0.992 -- 2
1048 -- 1 -- 476 -- 1355 -- 318 -- 24.57207 -- 0.997 -- 2
1215 -- 1 -- 102 -- 407 -- 320 -- 2.630769 -- 0.994 -- 3
865 -- 1 -- 450 -- 1331 -- 318 -- 52.201834 -- 0.489 -- 2
1051 -- 1 -- 474 -- 1354 -- 318 -- 24.583567 -- 0.998 -- 2
1050 -- 1 -- 475 -- 1354 -- 318 -- 24.66316 -- 0.995 -- 2
1053 -- 1 -- 481 -- 1354 -- 318 -- 19.992187 -- 0.991 -- 2
822 -- 1 -- 410 -- 1292 -- 318 -- 58.131132 -- 0.406 -- 2
1054 -- 1 -- 475 -- 1354 -- 318 -- 24.692643 -- 0.996 -- 2
1037 -- 1 -- 458 -- 1337 -- 318 -- 24.954009 -- 0.989 -- 2
1057 -- 1 -- 449 -- 1329 -- 318 -- 23.870393 -- 1 -- 2
1058 -- 1 -- 440 -- 1320 -- 318 -- 23.578658 -- 1.001 -- 2
1078 -- 1 -- 464 -- 1336 -- 318 -- 20.10002 -- 0.953 -- 2
1033 -- 1 -- 472 -- 1341 -- 318 -- 29.434929 -- 0.658 -- 2
1025 -- 1 -- 469 -- 1349 -- 318 -- 31.035048 -- 0.798 -- 2
1063 -- 1 -- 455 -- 1335 -- 318 -- 23.386859 -- 0.997 -- 2
1062 -- 1 -- 453 -- 1333 -- 318 -- 24.026776 -- 0.99 -- 2
1064 -- 1 -- 453 -- 1333 -- 318 -- 23.743435 -- 1 -- 2
1068 -- 1 -- 450 -- 1331 -- 318 -- 23.099619 -- 0.997 -- 2
1235 -- 1 -- 104 -- 409 -- 320 -- 2.269287 -- 0.99 -- 3
1065 -- 1 -- 450 -- 1330 -- 318 -- 23.899661 -- 0.999 -- 2
1225 -- 1 -- 121 -- 426 -- 323 -- 3.971569 -- 0.994 -- 3
1067 -- 1 -- 452 -- 1332 -- 318 -- 23.685779 -- 1.001 -- 2
1066 -- 1 -- 452 -- 1332 -- 318 -- 23.947399 -- 0.993 -- 2
1071 -- 1 -- 452 -- 1332 -- 318 -- 22.705116 -- 0.997 -- 2
1089 -- 1 -- 462 -- 1336 -- 318 -- 19.896691 -- 0.962 -- 2
821 -- 1 -- 462 -- 1342 -- 318 -- 60.675179 -- 0.429 -- 2
1060 -- 1 -- 440 -- 1320 -- 318 -- 25.172698 -- 0.992 -- 2
861 -- 1 -- 459 -- 1331 -- 318 -- 56.348094 -- 0.338 -- 2
1094 -- 1 -- 464 -- 1339 -- 318 -- 19.601509 -- 0.996 -- 2
820 -- 1 -- 464 -- 1344 -- 318 -- 61.351652 -- 0.413 -- 2
683 -- 1 -- 454 -- 1334 -- 318 -- 60.294618 -- 0.407 -- 2
1070 -- 1 -- 452 -- 1333 -- 318 -- 24.698877 -- 0.999 -- 2
1090 -- 1 -- 407 -- 1288 -- 318 -- 21.66216 -- 0.986 -- 2
1074 -- 1 -- 453 -- 1333 -- 318 -- 24.9381 -- 0.971 -- 2
1245 -- 1 -- 101 -- 407 -- 320 -- 2.958703 -- 0.991 -- 3
1075 -- 1 -- 464 -- 1338 -- 318 -- 25.035443 -- 0.979 -- 2
1082 -- 1 -- 453 -- 1334 -- 318 -- 23.643295 -- 0.976 -- 2
1076 -- 1 -- 453 -- 1334 -- 318 -- 25.228274 -- 0.966 -- 2
1077 -- 1 -- 461 -- 1336 -- 318 -- 25.792107 -- 0.982 -- 2
1083 -- 1 -- 455 -- 1335 -- 318 -- 24.55846 -- 0.972 -- 2
1255 -- 1 -- 122 -- 427 -- 323 -- 3.926839 -- 0.992 -- 3
1085 -- 1 -- 455 -- 1336 -- 318 -- 24.611204 -- 0.961 -- 2
1086 -- 1 -- 455 -- 1335 -- 318 -- 24.387551 -- 0.978 -- 2
1116 -- 1 -- 461 -- 1335 -- 318 -- 19.719763 -- 0.969 -- 2
1080 -- 1 -- 457 -- 1338 -- 318 -- 25.908951 -- 0.979 -- 2
1114 -- 1 -- 459 -- 1333 -- 318 -- 19.816229 -- 0.967 -- 2
1030 -- 1 -- 472 -- 1349 -- 318 -- 36.807572 -- 0.6870000000000001 -- 2
1026 -- 1 -- 470 -- 1350 -- 318 -- 37.156332 -- 0.676 -- 2
1104 -- 1 -- 464 -- 1339 -- 318 -- 22.173316 -- 0.864 -- 2
1028 -- 1 -- 469 -- 1349 -- 318 -- 37.216869 -- 0.6840000000000001 -- 2
1084 -- 1 -- 455 -- 1336 -- 318 -- 25.723278 -- 0.971 -- 2
1087 -- 1 -- 461 -- 1336 -- 318 -- 25.339989 -- 0.965 -- 2
1091 -- 1 -- 456 -- 1336 -- 318 -- 24.784223 -- 0.997 -- 2
1073 -- 1 -- 452 -- 1332 -- 318 -- 25.360665 -- 0.998 -- 2
1081 -- 1 -- 455 -- 1336 -- 318 -- 26.362402 -- 0.966 -- 2
1123 -- 1 -- 461 -- 1335 -- 318 -- 20.051395 -- 0.962 -- 2
1092 -- 1 -- 456 -- 1337 -- 318 -- 24.69797 -- 0.998 -- 2
1265 -- 1 -- 107 -- 412 -- 321 -- 3.262708 -- 0.992 -- 3
1093 -- 1 -- 458 -- 1339 -- 318 -- 25.1891 -- 1 -- 2
1027 -- 1 -- 470 -- 1349 -- 318 -- 37.148758 -- 0.672 -- 2
1032 -- 1 -- 468 -- 1347 -- 318 -- 37.912834 -- 0.676 -- 2
1031 -- 1 -- 469 -- 1346 -- 318 -- 38.335287 -- 0.653 -- 2
1034 -- 1 -- 462 -- 1341 -- 318 -- 37.476843 -- 0.673 -- 2
682 -- 1 -- 464 -- 1339 -- 318 -- 53.033494 -- 0.371 -- 2
1153 -- 1 -- 457 -- 1332 -- 318 -- 19.460397 -- 0.994 -- 2
1275 -- 1 -- 116 -- 421 -- 323 -- 2.696755 -- 0.992 -- 3
1285 -- 1 -- 100 -- 405 -- 320 -- 2.194772 -- 0.981 -- 3
1160 -- 1 -- 459 -- 1333 -- 318 -- 19.600463 -- 0.994 -- 2
1162 -- 1 -- 284 -- 1167 -- 318 -- 19.617297 -- 0.997 -- 2
1002 -- 1 -- 470 -- 1350 -- 318 -- 24.02021 -- 1 -- 2
1024 -- 1 -- 363 -- 1240 -- 318 -- 41.013383 -- 0.404 -- 2
918 -- 1 -- 473 -- 1352 -- 318 -- 24.099409 -- 1.001 -- 2
1177 -- 1 -- 279 -- 1160 -- 318 -- 18.3781 -- 0.992 -- 2
919 -- 1 -- 473 -- 1352 -- 318 -- 24.181411 -- 1 -- 2
858 -- 1 -- 452 -- 1332 -- 318 -- 65.721434 -- 0.382 -- 2
1096 -- 1 -- 464 -- 1339 -- 318 -- 27.820552 -- 0.913 -- 2
1097 -- 1 -- 458 -- 1339 -- 318 -- 27.383234 -- 0.888 -- 2
1098 -- 1 -- 456 -- 1336 -- 318 -- 27.39658 -- 0.903 -- 2
1101 -- 1 -- 458 -- 1339 -- 318 -- 26.883431 -- 0.905 -- 2
1095 -- 1 -- 456 -- 1337 -- 318 -- 28.207692 -- 0.891 -- 2
1108 -- 1 -- 456 -- 1337 -- 318 -- 26.744708 -- 0.874 -- 2
1102 -- 1 -- 456 -- 1337 -- 318 -- 27.612615 -- 0.898 -- 2
1115 -- 1 -- 457 -- 1338 -- 318 -- 25.262232 -- 0.98 -- 2
1176 -- 1 -- 339 -- 1221 -- 318 -- 20.189206 -- 0.988 -- 2
1295 -- 1 -- 114 -- 419 -- 324 -- 2.75598 -- 0.985 -- 3
1192 -- 1 -- 437 -- 1310 -- 318 -- 18.3749 -- 0.993 -- 2
1100 -- 1 -- 458 -- 1339 -- 318 -- 28.171431 -- 0.887 -- 2
1105 -- 1 -- 460 -- 1336 -- 318 -- 27.491728 -- 0.893 -- 2
860 -- 1 -- 453 -- 1332 -- 318 -- 67.353274 -- 0.375 -- 2
1151 -- 1 -- 453 -- 1333 -- 318 -- 23.723565 -- 0.997 -- 2
1103 -- 1 -- 459 -- 1339 -- 318 -- 28.56267 -- 0.9 -- 2
1107 -- 1 -- 461 -- 1341 -- 318 -- 26.781636 -- 0.912 -- 2
1152 -- 1 -- 459 -- 1334 -- 318 -- 23.596324 -- 0.999 -- 2
1110 -- 1 -- 458 -- 1339 -- 318 -- 26.993263 -- 0.923 -- 2
1156 -- 1 -- 453 -- 1333 -- 318 -- 23.552792 -- 0.997 -- 2
1149 -- 1 -- 444 -- 1325 -- 318 -- 24.806787 -- 0.945 -- 2
1106 -- 1 -- 465 -- 1339 -- 318 -- 28.727489 -- 0.887 -- 2
1305 -- 1 -- 103 -- 408 -- 320 -- 2.692006 -- 0.996 -- 3
1157 -- 1 -- 457 -- 1334 -- 318 -- 23.749399 -- 1 -- 2
1158 -- 1 -- 460 -- 1334 -- 318 -- 23.52796 -- 0.998 -- 2
1154 -- 1 -- 453 -- 1334 -- 318 -- 24.054447 -- 0.995 -- 2
1163 -- 1 -- 443 -- 1324 -- 318 -- 23.01833 -- 0.987 -- 2
856 -- 1 -- 454 -- 1328 -- 318 -- 69.104345 -- 0.277 -- 2
1198 -- 1 -- 458 -- 1332 -- 318 -- 19.998677 -- 0.96 -- 2
867 -- 1 -- 454 -- 1334 -- 318 -- 66.914513 -- 0.362 -- 2
1202 -- 1 -- 460 -- 1332 -- 318 -- 19.79602 -- 0.964 -- 2
1201 -- 1 -- 458 -- 1332 -- 318 -- 19.922237 -- 0.954 -- 2
1159 -- 1 -- 451 -- 1331 -- 318 -- 24.62913 -- 0.998 -- 2
1150 -- 1 -- 453 -- 1334 -- 318 -- 25.929023 -- 0.9330000000000001 -- 2
1172 -- 1 -- 458 -- 1333 -- 318 -- 23.339906 -- 0.998 -- 2
1315 -- 1 -- 114 -- 419 -- 323 -- 2.725883 -- 0.977 -- 3
1161 -- 1 -- 454 -- 1334 -- 318 -- 24.610072 -- 0.998 -- 2
1164 -- 1 -- 452 -- 1333 -- 318 -- 24.020585 -- 0.998 -- 2
1166 -- 1 -- 460 -- 1333 -- 318 -- 24.095788 -- 0.996 -- 2
1168 -- 1 -- 453 -- 1333 -- 318 -- 23.632412 -- 0.995 -- 2
1170 -- 1 -- 453 -- 1333 -- 318 -- 24.181082 -- 0.998 -- 2
1167 -- 1 -- 452 -- 1333 -- 318 -- 24.626692 -- 0.995 -- 2
803 -- 1 -- 462 -- 1342 -- 318 -- 77.746734 -- 0.309 -- 2
1173 -- 1 -- 451 -- 1331 -- 318 -- 24.337829 -- 0.999 -- 2
1169 -- 1 -- 450 -- 1331 -- 318 -- 25.141966 -- 1 -- 2
1171 -- 1 -- 461 -- 1335 -- 318 -- 24.444956 -- 0.997 -- 2
1174 -- 1 -- 455 -- 1333 -- 318 -- 24.484901 -- 1 -- 2
1184 -- 1 -- 443 -- 1323 -- 318 -- 23.760374 -- 0.998 -- 2
1186 -- 1 -- 441 -- 1322 -- 318 -- 23.62193 -- 0.997 -- 2
1193 -- 1 -- 449 -- 1326 -- 318 -- 23.623585 -- 0.975 -- 2
1204 -- 1 -- 393 -- 1275 -- 318 -- 21.401545 -- 0.994 -- 2
1222 -- 1 -- 457 -- 1331 -- 318 -- 18.980154 -- 0.988 -- 2
1325 -- 1 -- 100 -- 405 -- 320 -- 2.737432 -- 0.992 -- 3
1335 -- 1 -- 114 -- 419 -- 321 -- 2.493978 -- 0.981 -- 3
857 -- 1 -- 455 -- 1333 -- 318 -- 71.808905 -- 0.366 -- 2
1219 -- 1 -- 283 -- 1166 -- 318 -- 20.287038 -- 0.999 -- 2
1227 -- 1 -- 460 -- 1331 -- 318 -- 19.235213 -- 0.985 -- 2
1232 -- 1 -- 301 -- 1182 -- 318 -- 19.006818 -- 0.993 -- 2
1206 -- 1 -- 443 -- 1324 -- 318 -- 22.932826 -- 0.999 -- 2
1127 -- 1 -- 267 -- 1151 -- 318 -- 30.551291 -- 0.581 -- 2
1197 -- 1 -- 450 -- 1330 -- 318 -- 23.871417 -- 0.979 -- 2
1248 -- 1 -- 311 -- 1188 -- 318 -- 16.29061 -- 0.963 -- 2
1191 -- 1 -- 443 -- 1324 -- 318 -- 24.937825 -- 1.001 -- 2
1210 -- 1 -- 459 -- 1334 -- 318 -- 22.901953 -- 1 -- 2
1189 -- 1 -- 441 -- 1321 -- 318 -- 25.317561 -- 0.999 -- 2
1190 -- 1 -- 443 -- 1323 -- 318 -- 25.295907 -- 0.999 -- 2
1200 -- 1 -- 455 -- 1330 -- 318 -- 24.179503 -- 0.981 -- 2
1211 -- 1 -- 459 -- 1333 -- 318 -- 23.305545 -- 0.999 -- 2
1187 -- 1 -- 450 -- 1330 -- 318 -- 25.843897 -- 0.999 -- 2
1207 -- 1 -- 459 -- 1334 -- 318 -- 23.903003 -- 1.001 -- 2
1345 -- 1 -- 116 -- 421 -- 323 -- 3.374774 -- 0.994 -- 3
1133 -- 1 -- 429 -- 1310 -- 318 -- 31.290116 -- 0.743 -- 2
1196 -- 1 -- 452 -- 1332 -- 318 -- 24.906051 -- 0.975 -- 2
1199 -- 1 -- 452 -- 1332 -- 318 -- 24.976409 -- 0.965 -- 2
1208 -- 1 -- 451 -- 1331 -- 318 -- 23.967952 -- 0.994 -- 2
1188 -- 1 -- 443 -- 1323 -- 318 -- 24.647205 -- 0.996 -- 2
1349 -- 1 -- 100 -- 405 -- 320 -- 2.168514 -- 0.979 -- 3
1213 -- 1 -- 451 -- 1332 -- 318 -- 23.940329 -- 0.997 -- 2
1194 -- 1 -- 453 -- 1333 -- 318 -- 25.891373 -- 0.962 -- 2
1212 -- 1 -- 453 -- 1333 -- 318 -- 24.184193 -- 0.995 -- 2
1183 -- 1 -- 402 -- 1278 -- 318 -- 26.904754 -- 0.629 -- 2
1209 -- 1 -- 453 -- 1333 -- 318 -- 24.640955 -- 0.997 -- 2
1216 -- 1 -- 453 -- 1333 -- 318 -- 24.14239 -- 0.995 -- 2
1111 -- 1 -- 394 -- 1276 -- 318 -- 33.687064 -- 0.666 -- 2
1242 -- 1 -- 462 -- 1334 -- 318 -- 20.234855 -- 0.959 -- 2
1112 -- 1 -- 445 -- 1326 -- 318 -- 33.997091 -- 0.674 -- 2
1220 -- 1 -- 442 -- 1323 -- 318 -- 23.560969 -- 0.997 -- 2
1241 -- 1 -- 458 -- 1333 -- 318 -- 20.608548 -- 0.9429999999999999 -- 2
917 -- 1 -- 473 -- 1352 -- 318 -- 34.226321 -- 1.104 -- 2
1113 -- 1 -- 455 -- 1335 -- 318 -- 33.699621 -- 0.666 -- 2
1218 -- 1 -- 461 -- 1334 -- 318 -- 24.058103 -- 0.999 -- 2
1217 -- 1 -- 457 -- 1332 -- 318 -- 24.496686 -- 0.999 -- 2
1214 -- 1 -- 453 -- 1334 -- 318 -- 25.577879 -- 0.996 -- 2
916 -- 1 -- 473 -- 1352 -- 318 -- 34.357973 -- 1.108 -- 2
1254 -- 1 -- 455 -- 1330 -- 318 -- 19.412801 -- 0.987 -- 2
1118 -- 1 -- 455 -- 1335 -- 318 -- 33.843273 -- 1.105 -- 2
1121 -- 1 -- 455 -- 1335 -- 318 -- 34.709542 -- 0.6840000000000001 -- 2
1120 -- 1 -- 455 -- 1335 -- 318 -- 34.724049 -- 0.68 -- 2
1257 -- 1 -- 458 -- 1332 -- 318 -- 19.90235 -- 0.983 -- 2
1258 -- 1 -- 458 -- 1332 -- 318 -- 19.503573 -- 0.988 -- 2
1364 -- 1 -- 116 -- 422 -- 321 -- 3.263144 -- 0.995 -- 3
1231 -- 1 -- 453 -- 1333 -- 318 -- 23.183871 -- 0.998 -- 2
1122 -- 1 -- 452 -- 1333 -- 318 -- 34.966373 -- 0.677 -- 2
1224 -- 1 -- 453 -- 1333 -- 318 -- 24.306525 -- 0.995 -- 2
1385 -- 1 -- 103 -- 408 -- 320 -- 2.241461 -- 0.991 -- 3
1229 -- 1 -- 452 -- 1333 -- 318 -- 23.892709 -- 0.992 -- 2
1230 -- 1 -- 450 -- 1331 -- 318 -- 23.702685 -- 0.997 -- 2
1375 -- 1 -- 113 -- 418 -- 323 -- 3.167452 -- 0.996 -- 3
1128 -- 1 -- 440 -- 1320 -- 318 -- 34.914884 -- 0.694 -- 2
1223 -- 1 -- 455 -- 1333 -- 318 -- 24.085821 -- 1 -- 2
1129 -- 1 -- 442 -- 1322 -- 318 -- 34.931388 -- 0.713 -- 2
1221 -- 1 -- 459 -- 1333 -- 318 -- 25.476026 -- 1 -- 2
1226 -- 1 -- 453 -- 1333 -- 318 -- 24.447171 -- 0.991 -- 2
1203 -- 1 -- 449 -- 1330 -- 318 -- 25.726651 -- 0.9409999999999999 -- 2
1125 -- 1 -- 455 -- 1336 -- 318 -- 36.142414 -- 0.633 -- 2
1234 -- 1 -- 454 -- 1334 -- 318 -- 24.632007 -- 0.971 -- 2
1238 -- 1 -- 454 -- 1334 -- 318 -- 24.147258 -- 0.973 -- 2
1126 -- 1 -- 453 -- 1333 -- 318 -- 36.334596 -- 0.642 -- 2
1395 -- 1 -- 100 -- 406 -- 320 -- 2.858904 -- 0.992 -- 3
1233 -- 1 -- 445 -- 1325 -- 318 -- 24.840992 -- 0.983 -- 2
1236 -- 1 -- 454 -- 1334 -- 318 -- 24.532501 -- 0.97 -- 2
1249 -- 1 -- 449 -- 1330 -- 318 -- 22.778086 -- 0.993 -- 2
1237 -- 1 -- 456 -- 1336 -- 318 -- 25.001656 -- 0.973 -- 2
1405 -- 1 -- 112 -- 417 -- 321 -- 2.835903 -- 0.995 -- 3
1244 -- 1 -- 452 -- 1333 -- 318 -- 24.037831 -- 0.99 -- 2
1240 -- 1 -- 456 -- 1336 -- 318 -- 25.120612 -- 0.975 -- 2
1119 -- 1 -- 453 -- 1333 -- 318 -- 37.691174 -- 1.043 -- 2
1260 -- 1 -- 397 -- 1279 -- 318 -- 22.055896 -- 1 -- 2
1251 -- 1 -- 452 -- 1332 -- 318 -- 23.453449 -- 0.999 -- 2
1246 -- 1 -- 454 -- 1334 -- 318 -- 23.873291 -- 0.99 -- 2
1239 -- 1 -- 452 -- 1333 -- 318 -- 25.521206 -- 0.969 -- 2
1247 -- 1 -- 452 -- 1333 -- 318 -- 24.069408 -- 0.988 -- 2
1273 -- 1 -- 459 -- 1334 -- 318 -- 19.311683 -- 0.987 -- 2
1015 -- 1 -- 481 -- 1354 -- 318 -- 56.999188 -- 0.359 -- 2
1256 -- 1 -- 452 -- 1332 -- 318 -- 24.057056 -- 0.988 -- 2
1413 -- 1 -- 121 -- 426 -- 324 -- 3.749212 -- 0.993 -- 3
1274 -- 1 -- 311 -- 1194 -- 318 -- 19.752775 -- 0.996 -- 2
1278 -- 1 -- 459 -- 1333 -- 318 -- 19.374707 -- 0.983 -- 2
1243 -- 1 -- 454 -- 1334 -- 318 -- 25.622132 -- 0.987 -- 2
1252 -- 1 -- 452 -- 1332 -- 318 -- 24.575798 -- 0.995 -- 2
1017 -- 1 -- 481 -- 1354 -- 318 -- 57.648467 -- 0.341 -- 2
1425 -- 1 -- 103 -- 408 -- 320 -- 2.80182 -- 0.994 -- 3
1250 -- 1 -- 449 -- 1330 -- 318 -- 24.944474 -- 0.998 -- 2
1148 -- 1 -- 441 -- 1316 -- 318 -- 38.190339 -- 0.594 -- 2
1259 -- 1 -- 452 -- 1330 -- 318 -- 24.262068 -- 1 -- 2
1261 -- 1 -- 443 -- 1324 -- 318 -- 23.917384 -- 0.995 -- 2
1266 -- 1 -- 451 -- 1332 -- 318 -- 23.064196 -- 0.992 -- 2
1182 -- 1 -- 442 -- 1322 -- 318 -- 35.102123 -- 0.6889999999999999 -- 2
1262 -- 1 -- 453 -- 1334 -- 318 -- 24.169081 -- 0.997 -- 2
1300 -- 1 -- 417 -- 1291 -- 318 -- 17.384363 -- 0.983 -- 2
1294 -- 1 -- 460 -- 1334 -- 318 -- 18.88637 -- 0.984 -- 2
1435 -- 1 -- 114 -- 420 -- 321 -- 2.807791 -- 0.995 -- 3
1228 -- 1 -- 452 -- 1333 -- 318 -- 26.523992 -- 0.998 -- 2
1288 -- 1 -- 372 -- 1255 -- 318 -- 20.542412 -- 1 -- 2
1264 -- 1 -- 453 -- 1334 -- 318 -- 24.124094 -- 0.997 -- 2
1021 -- 1 -- 475 -- 1355 -- 318 -- 59.297765 -- 0.415 -- 2
1263 -- 1 -- 453 -- 1333 -- 318 -- 24.284918 -- 0.998 -- 2
1014 -- 1 -- 475 -- 1355 -- 318 -- 60.410255 -- 0.431 -- 2
1132 -- 1 -- 445 -- 1326 -- 318 -- 41.096808 -- 0.577 -- 2
1276 -- 1 -- 449 -- 1326 -- 318 -- 22.44076 -- 0.998 -- 2
1296 -- 1 -- 458 -- 1332 -- 318 -- 19.3306 -- 0.983 -- 2
1293 -- 1 -- 458 -- 1333 -- 318 -- 20.071501 -- 0.983 -- 2
1267 -- 1 -- 453 -- 1334 -- 318 -- 24.604038 -- 0.998 -- 2
1268 -- 1 -- 459 -- 1334 -- 318 -- 23.958023 -- 0.999 -- 2
1147 -- 1 -- 455 -- 1335 -- 318 -- 38.180474 -- 0.613 -- 2
1445 -- 1 -- 117 -- 422 -- 323 -- 2.865684 -- 0.969 -- 3
1181 -- 1 -- 448 -- 1328 -- 318 -- 37.102068 -- 0.643 -- 2
1143 -- 1 -- 458 -- 1333 -- 318 -- 41.415232 -- 0.596 -- 2
1271 -- 1 -- 456 -- 1336 -- 318 -- 23.722384 -- 1.001 -- 2
1297 -- 1 -- 456 -- 1330 -- 318 -- 19.340796 -- 0.978 -- 2
1022 -- 1 -- 475 -- 1354 -- 318 -- 60.489134 -- 0.429 -- 2
1142 -- 1 -- 455 -- 1335 -- 318 -- 41.700136 -- 0.602 -- 2
1253 -- 1 -- 452 -- 1332 -- 318 -- 22.816756 -- 0.996 -- 2
1270 -- 1 -- 452 -- 1332 -- 318 -- 24.542885 -- 0.992 -- 2
1455 -- 1 -- 101 -- 406 -- 320 -- 2.29492 -- 0.968 -- 3
1269 -- 1 -- 453 -- 1333 -- 318 -- 24.91039 -- 0.998 -- 2
1130 -- 1 -- 448 -- 1329 -- 318 -- 42.817007 -- 0.572 -- 2
1279 -- 1 -- 451 -- 1331 -- 318 -- 23.914314 -- 0.985 -- 2
1282 -- 1 -- 458 -- 1333 -- 318 -- 23.543022 -- 0.996 -- 2
1272 -- 1 -- 454 -- 1334 -- 318 -- 24.705696 -- 0.997 -- 2
1141 -- 1 -- 455 -- 1335 -- 318 -- 42.849374 -- 0.596 -- 2
1135 -- 1 -- 455 -- 1335 -- 318 -- 43.019997 -- 0.599 -- 2
1280 -- 1 -- 453 -- 1333 -- 318 -- 23.934559 -- 0.997 -- 2
1012 -- 1 -- 475 -- 1354 -- 318 -- 62.517486 -- 0.41 -- 2
1146 -- 1 -- 455 -- 1335 -- 318 -- 42.442287 -- 0.594 -- 2
1144 -- 1 -- 456 -- 1335 -- 318 -- 42.72071 -- 0.587 -- 2
1291 -- 1 -- 452 -- 1330 -- 318 -- 22.973259 -- 1.001 -- 2
1011 -- 1 -- 481 -- 1354 -- 318 -- 61.637641 -- 0.424 -- 2
1009 -- 1 -- 476 -- 1355 -- 318 -- 62.853157 -- 0.41 -- 2
1134 -- 1 -- 456 -- 1336 -- 318 -- 43.43812 -- 0.5600000000000001 -- 2
1289 -- 1 -- 448 -- 1329 -- 318 -- 23.339879 -- 0.999 -- 2
1140 -- 1 -- 455 -- 1335 -- 318 -- 42.946112 -- 0.5580000000000001 -- 2
1131 -- 1 -- 442 -- 1322 -- 318 -- 43.679872 -- 0.596 -- 2
